id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2391005,Crossett Arkansas,1189651,853951845,Bakelite Chemicals,124 Papermill Road,Crossett,AR,71635,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,42,90647,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:16:23:00,,2023,Manufacturing,71635,325199
2391019,Jost Chemical Company,1122653,,Jost Chemical Company,8150 Lackland Rd.,St. Louis,MO,63114,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,3,376,710429,1,0,4,6,1,75,137,11,0,0,0,0,0,29FEB24:16:48:00,Days Away and Restricted numbers for injuries extending over the 2023-2024 year boundary caused error in our automatic spreadsheet which was not caught until immediately after the first submission.,2023,Manufacturing,63114,325180
2392149,Olin Corporation - McIntosh Plant,182069,131872319,Olin Chlor Alkali,1638 Industrial Road,McIntosh,AL,36553,325180,2022.0,"Bleaching agents, inorganic, manufacturing",1.0,3,228,502484,1,0,1,0,0,34,0,1,0,0,0,0,0,29FEB24:17:07:00,,2023,Manufacturing,36553,325180
2392207,"Pioneer Americas LLC, St. Gabriel",184028,61420850,Olin Chlor Alkali,4205 Highway 75,St. Gabriel,LA,70776,325180,2022.0,"Bleaching agents, inorganic, manufacturing",1.0,2,114,234921,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:11:00,,2023,Manufacturing,70776,325180
2392486,Blue Cube Freeport Operations,52782,300781500,Olin Corporation,2301 Brazosport Blvd,Freeport,TX,77541,325180,2022.0,Alkalies manufacturing,1.0,3,1025,2256332,1,0,1,0,0,54,0,1,0,0,0,0,0,29FEB24:17:18:00,,2023,Manufacturing,77541,325180
2392950,Blue Cube - Plaquemine Operations,182339,300781500,Olin Chlor Alkali,21255 Highway 1 South,Plaquemine,LA,70764,325180,2022.0,"Chlorine compounds, not specified elsewhere by process, manufacturing",1.0,2,209,465504,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:29:00,,2023,Manufacturing,70764,325180
2393535,Chemtrade Solutions LLC Anacortes,302751,743104945,Chemtrade Solutions LLC,8579 North Texas Road,Anacortes,WA,98221,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,37,75829,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,98221,325180
2393536,Chemtrade Solutions LLC Augusta,302752,743104945,Chemtrade Solutions LLC,1580 Columbia Nitrogen Dr.,Augusta,GA,30901,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,22,51895,1,0,1,0,0,22,114,1,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,30901,325180
2393537,Chemtrade Refinery Services Inc. Beaumont,302753,710870318,Chemtrade Refinery Services Inc.,1400 Olin Road,Beaumont,TX,77705,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,42,91904,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,77705,325180
2393538,"Chemtrade Logistics (US), Inc. Cairo",435012,522328922,"Chemtrade Logistics (US), Inc.",7680 Ottawa Road,Cairo,OH,45820,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,29,64232,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,45820,325180
2393539,Chemtrade Sulfate Chemicals Inc. Celina,435013,752039428,Chemtrade Sulfate Chemicals Inc.,P. O. Box 808 (1055 N. Louisiana St.),Celina,TX,75009,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,24,47776,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,75009,325180
2393540,Chemtrade Solutions LLC East St. Louis,435015,743104945,Chemtrade Solutions LLC,2500 Kings Highway,East St. Louis,IL,62201,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,36,108471,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,62201,325180
2393541,Chemtrade Phosphorous Specialties LLC Lawrence,435017,481229960,Chemtrade Phosphorous Specialties LLC,440 N. 9th Street,Lawrence,KS,66044,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,29,51382,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,66044,325180
2393542,"Chemtrade Performance Chemiclas US, LLC Leeds",1009061,980384442,"Chemtrade Performance Chemiclas US, LLC",3507 Leeds Road,Carlisle,SC,29031,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,22,45309,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,29031,325180
2393543,Chemtrade West US LLC Richmond,435020,743104943,Chemtrade West US LLC,525 Castro Street,Richmond,CA,94801,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,34,78581,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,94801,325180
2393544,Chemtrade Refinery Services Inc. Riverton,302760,710870318,Chemtrade Refinery Services Inc.,140 Goes In Lodge Road,Riverton,WY,82501,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,31,64986,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,82501,325180
2393545,Chemtrade Solutions LLC Syracuse,302762,743104945,Chemtrade Solutions LLC,1421 Willis Avenue,Syracuse,NY,13204,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,56,124154,1,0,1,0,0,2,0,1,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,13204,325180
2393546,Chemtrade Refinery Solutions LP Toledo Acid,435021,990367032,Chemtrade Refinery Solutions LP,1400 Otter Creek Road,Oregon,OH,43616,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,34,75746,1,0,1,0,0,45,0,1,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,43616,325180
2393547,Chemtrade Refinery Services Inc. Tulsa,302764,710870318,Chemtrade Refinery Services Inc.,5201 West 21st Street,Tulsa,OK,74107,325180,2022.0,Inorganic Chemical Manufacturing,1.0,21,40,82276,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:17:54:00,,2023,Manufacturing,74107,325180
2394578,The Scotts Company - Avondale,853983,,Scotts,944 Neward Road,Avondale,PA,19311,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,67,166534,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,19311,325314
2394579,The Scotts Company - Carrollton,1191404,,Scotts,252 Ladder Lane,Carrollton,KY,41008,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,47,100828,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,41008,325314
2394580,The Scotts Company - Cave City,1191405,,Scotts,2764 Old Lexington Rd,Cave City,KY,42127,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,1,11,25356,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,42127,325314
2394582,The Scotts Company - Channahon,1191407,,Scotts,23580 Bluff Road,Channahon,IL,60410,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,50,108630,1,0,0,0,2,0,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,60410,325314
2394583,The Scotts Company - Chester,1191408,,Scotts,1489 Beltline Road,Chester,SC,29706,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,64,152964,1,0,1,2,1,180,352,4,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,29706,325314
2394584,The Scotts Company - College Station,1191409,,Scotts,17750 Sh-6 s,College Station,TX,77845,325314,2022.0,Strategic Storage Location,1.0,1,2,5125,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,77845,325314
2394585,The Scotts Company - Cresson,816685,,Scotts,14200 Cleburne Hwy,Cresson,TX,76035,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,67,167742,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,76035,325314
2394586,The Scotts Company - El Reno,1191410,,Scotts,23090 E Highway 66,El Reno,OK,73036,325314,2022.0,Strategic Storage Location,1.0,1,2,4469,1,0,0,0,1,0,0,0,0,0,0,0,1,29FEB24:18:21:00,,2023,Manufacturing,73036,325314
2394587,The Scotts Company - Elk Grove,1191411,,Scotts,11269 Carroll Road,Elk Grove,CA,95758,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,1,3,5138,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,95758,325314
2394588,The Scotts Company - Everett,1191412,,Scotts,14524 40th Avenue NE,Marysville,WA,98271,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,36,81449,1,0,0,1,0,0,106,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,98271,325314
2394589,The Scotts Company - Florida Field Station,1191413,,Scotts,109 N. Thompson Rd,Apopka,FL,32703,325314,2022.0,Research and Development,1.0,1,5,10400,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,32703,325314
2394592,The Scotts Company - Fountain,816687,,Scotts,3 Assembly Court,Fountain,CO,80817,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,47,97732,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,80817,325314
2394593,The Scotts Company - Geismar,816688,,Scotts,35570 Highway 30,Geismar,LA,70734,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,27,67390,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,70734,325314
2394594,The Scotts Company - Germantown,816689,,Scotts,W124N9899 Wasaukee Road,Germantown,WI,53022,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,44,100928,1,0,1,2,0,2,538,3,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,53022,325314
2394597,The Scotts Company - Groveland,816690,,Scotts,20605 State Road 19,Groveland,FL,34736,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,53,135317,1,0,1,1,1,1,9,2,0,0,0,0,1,29FEB24:18:21:00,,2023,Manufacturing,34736,325314
2394598,The Scotts Company - Harrisonville,853984,,Scotts,28219 S State Road TT,Harrisonville,MO,64701,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,1,15,32010,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,64701,325314
2394599,The Scotts Company - Huntsville,816691,,Scotts,1284 State Highway 75 N,Huntsville,TX,77340,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,62,149365,1,0,1,0,1,7,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,77340,325314
2394600,The Scotts Company - Imlay City,816692,,Scotts,332 Graham Road,Imlay City,MI,48444,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,96,188774,1,0,0,0,2,0,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,48444,325314
2394601,The Scotts Company - Independence,853985,,Scotts,6500 Hanna Road,Independence,OR,97351,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,59,122500,1,0,0,0,3,0,0,3,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,97351,325314
2394602,The Scotts Company - Jackson,816693,,Scotts,2057 Highway 42 N,Jackson,GA,30233,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,94,212858,1,0,0,0,2,0,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,30233,325314
2394603,The Scotts Company - Lakeville,1191417,,Scotts,22447 Highview Ave,Lakeville,MN,55044,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,1,19,40920,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,55044,325314
2394606,The Scotts Company - Linden,1191419,,Scotts,23390 Flood Road,Linden,CA,95236,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,66,153373,1,0,0,1,0,0,180,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,95236,325314
2394607,The Scotts Company - Long Island,1191420,,Scotts,445 Horseblock Road,Yaphank,NY,11980,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,40,85639,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,11980,325314
2394608,The Scotts Company - Maricopa,853988,,Scotts,14419 N White & Parker Road,Maricopa,AZ,85239,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,47,98394,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,85239,325314
2394609,The Scotts Company - Marysville,816694,,Scotts,14512 Scottslawn Road,Marysville,OH,43041,325314,2022.0,Fertilizer Manufacturing,1.0,3,411,887002,1,0,4,4,3,246,379,8,1,0,0,1,1,29FEB24:18:21:00,,2023,Manufacturing,43041,325314
2394613,The Scotts Company - Morrison,1191421,,Scotts,9349 Garden Plain Road,Morrison,IL,61270,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,42,83573,1,0,1,0,0,83,58,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,61270,325314
2394614,The Scotts Company - Olivehurst,1191422,,Scotts,5050 Arboga Road,Olivehurst,CA,95961,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,33,65009,1,0,0,1,2,0,180,2,0,0,0,0,1,29FEB24:18:21:00,,2023,Manufacturing,95961,325314
2394615,The Scotts Company - Oregon Field Station,853989,,Scotts,7644 Keene Road  NE,Gervais,OR,97026,325314,2022.0,Growing Media Soils,1.0,1,9,19256,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,97026,325314
2394618,The Scotts Company - Oxford,853992,,Scotts,311 Reedville Road,Oxford,PA,19363,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,81,194345,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,19363,325314
2394619,The Scotts Company - Pacific Junction,816698,,Scotts,55560 195th Street,Pacific Junction,IA,51561,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,1,16,33210,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,51561,325314
2394620,The Scotts Company - Palmdale,1191424,,Scotts,1228 Fleming Drive NW,Palmdale,FL,33499,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,27,65174,1,0,0,2,0,0,285,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,33499,325314
2394621,The Scotts Company - Provo,1191425,,Scotts,347 S. 1250 W,Lindon,UT,84042,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,31,66046,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,84042,325314
2394622,The Scotts Company - Riverside,1191426,,Scotts,12273 Brown Ave,Riverside,CA,92509,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,22,102,220965,1,0,1,0,1,180,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,92509,325314
2394623,The Scotts Company - Rochester,1191427,,Scotts,110 Brew Road,Bergen,NY,14416,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,26,59785,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,14416,325314
2394625,The Scotts Company - Shreve,816699,,Scotts,3875 South Elvria Road,Shreve,OH,44676,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,44,90670,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,44676,325314
2394627,The Scotts Company - Tyler,816700,,Scotts,13321 FM 206,Tyler,TX,75709,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,58,130227,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,75709,325314
2394628,The Scotts Company - Vance,816701,,Scotts,10638 Mt. Moriah Road,Vance,AL,35490,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,80,179223,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,35490,325314
2394629,The Scotts Company - Waverly,853994,,Scotts,7601 General Mahone Hwy.,Waverly,VA,23890,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,28,63758,1,0,1,0,0,1,10,1,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,23890,325314
2394630,The Scotts Company - Wright City,816702,,Scotts,15990 Veterans Memorial Pkwy,Wright City,MO,63390,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,39,83329,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,63390,325314
2394695,The Scotts Company - Lebanon,853987,,Scotts,20 Industrial Rd,Lebanon,CT,6249,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,22,125,281466,1,0,0,0,2,0,0,2,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,6249,325314
2394696,The Scotts Company - Medway,1191454,,Scotts,264 Nicatou Industrial Lane,Medway,ME,4460,325314,2022.0,Growing Media Manufacturing & Packaging,1.0,21,35,75507,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:18:21:00,,2023,Manufacturing,4460,325314
2396818,"Kentucky Fertlizer, LLC",1189966,610489227,Caudill Seed & Warehouse Company Inc.,303 Hill Street,Winchester,KY,40391,325314,2022.0,Mixing purchased fertilizer materials,1.0,22,24,38984,1,0,1,0,0,1,0,1,0,0,0,0,0,29FEB24:19:03:00,,2023,Manufacturing,40391,325314
2397721,American Chemet Corporation,78634,362057681,American Chemet Corporation,145 HWY 282,East Helena,MT,59635,325180,2022.0,"Copper compounds, not specified elsewhere by process, manufacturing",1.0,2,140,275042,1,0,9,7,3,31,321,16,1,1,0,0,1,29FEB24:19:21:00,,2023,Manufacturing,59635,325180
2399328,Dyno Nobel,1193201,870409179.0,Dyno Nobel,11025 Hwy D,Louisiana,MO,63353,325311,2022.0,Nitric acid manufacturing,1.0,21,82,198205,1,0,1,0,3,19,0,4,0,0,0,0,0,29FEB24:20:21:00,,2023,Manufacturing,63353,325311
2399428,Oxiteno Pasadena,575670,260614599.0,Oxiteno USA,9801 Bay Area Blvd,Pasadena,TX,77507,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,77,189051,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:20:23:00,,2023,Manufacturing,77507,325199
2400253,Indorama Ventures - Dayton,954658,,Indorama Ventures - Dayton,3892 US 90 West,Dayton,TX,77535,325199,2022.0,"Oxalates (e.g., ammonium oxalate, ethyl oxalate, sodium oxalate) manufacturing",1.0,2,65,132462,1,0,1,0,0,2,0,1,0,0,0,0,0,29FEB24:20:55:00,,2023,Manufacturing,77535,325199
2400693,Axens North America,661460,133529567.0,,74 Catalyst Drive,Belmont,WV,26134,325180,2022.0,"Aluminum compounds, not specified elsewhere by process, manufacturing",1.0,2,30,57146,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:21:07:00,,2023,Manufacturing,26134,325180
2401107,Envirotech Chemical Services,1182471,,Envirotech Chemical Services,724 PC 411 RD,Helena,AR,72342,325199,2022.0,"Peroxides, organic, manufacturing",1.0,21,70,145600,1,0,2,0,4,37,0,5,0,1,0,0,0,29FEB24:21:19:00,,2023,Manufacturing,72342,325199
2401589,Chilton Agronomy and Grain,143861,390562160.0,Country Visions Cooperative,W2468 Cty Rd E,Chilton,WI,53014,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,24,43388,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:21:34:00,,2023,Manufacturing,53014,325311
2401644,Fond du Lac Agronomy,285730,390562160.0,Country Visions Cooperative,457 W 11th Street,Fond du Lac,WI,54935,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,23,37875,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:21:37:00,,2023,Manufacturing,54935,325311
2401653,OXEA Bishop LLC/OQ Chemicals,285884,980519828.0,OXEA Bishop LLC/OQ Chemicals,5738 County Road 4,Bishop,TX,78343,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,27,70861,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:21:37:00,,2023,Manufacturing,78343,325199
2401834,Plymouth Agronomy,484292,390562160.0,Country Visions Cooperative,1185 Willow Road,Plymouth,WI,53073,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,20,34575,1,0,1,0,1,1,0,2,0,0,0,0,0,29FEB24:21:40:00,,2023,Manufacturing,53073,325311
2401955,OXEA Corporation/OQ Chemicals,285880,30611308.0,OXEA Corporation/OQ Chemicals,2001 FM 3057,Bay City,TX,77414,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,195,568862,1,0,1,0,0,12,0,1,0,0,0,0,0,29FEB24:21:46:00,,2023,Manufacturing,77414,325199
2402551,"Cherokee Nitrogen, LLC",940944,731015226.0,"Cherokee Nitrogen, LLC",1080 Industrial Drive,Cherokee,AL,35616,325311,2022.0,"Ammonia, anhydrous and aqueous, manufacturing",1.0,2,110,240044,1,0,0,0,1,0,0,1,0,0,0,0,0,29FEB24:21:56:00,,2023,Manufacturing,35616,325311
2403948,Dirt Hugger,750697,272147603.0,Dirt Hugger,111 E Rockland Rd.,Dallesport,WA,98617,325314,2022.0,Compost manufacturing,1.0,21,27,14812,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:22:18:00,,2023,Manufacturing,98617,325314
2404015,"Rubicon, L.L.C",69314,720927730.0,"Rubicon, L.L.C",9156 Hwy. 75,Geismar,LA,70734,325199,2022.0,Phosgene manufacturing,1.0,3,420,1013826,1,0,0,1,0,0,5,1,0,0,0,0,0,29FEB24:22:21:00,,2023,Manufacturing,70734,325199
2404722,Tremco CPG Manufacturing Corp.,858759,871504393.0,,2733 E Highway 31,Corsicana,TX,75109,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,116,236137,2,0,0,0,0,0,0,0,0,0,0,0,0,29FEB24:22:49:00,,2023,Manufacturing,75109,325199
2404928,Valders Agronomy and Grain,143554,390562160.0,Country Visions Cooperative,2513 Marken Road,Valders,WI,54245,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,28,51387,1,0,1,0,0,33,85,1,0,0,0,0,0,29FEB24:22:55:00,,2023,Manufacturing,54245,325311
2405090,Readfield Agronomy,1196710,390562160.0,Country Visions Cooperative,E9123 Mill Rd,Fremont,WI,54940,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,21,26,47782,1,0,0,1,0,0,180,1,0,0,0,0,0,29FEB24:23:05:00,,2023,Manufacturing,54940,325311
2405147,Wrightstown Agronomy,1024121,390562160.0,Country Visions Cooperative,359 County Highway UU,Wrightstown,WI,54180,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,2,22,42485,1,0,0,1,1,0,6,2,0,0,0,0,0,29FEB24:23:07:00,,2023,Manufacturing,54180,325311
2406021,Natural Selection Farms Inc,634149,931083900.0,Natural Selection Farms Inc,6800 Emerald Rd,Sunnyside,WA,98944,325311,2022.0,"Fertilizers, natural organic (except compost), manufacturing",1.0,2,25,53779,1,0,0,1,0,0,81,1,0,0,0,0,0,29FEB24:23:50:00,,2023,Manufacturing,98944,325311
2411666,"IV Labs, Inc. dba Inorganic Ventures",448054,222980341.0,"IV Labs, Inc. dba Inorganic Ventures",300 Technology Drive,Christiansburg,VA,24073,325180,2022.0,Sodium aluminate manufacturing,1.0,2,80,116200,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR24:12:58:00,,2023,Manufacturing,24073,325180
2411693,IFF,1025216,,IFF,1301 Ogletown Road,Newark,DE,19711,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,107,209805,1,0,0,1,0,0,74,1,0,0,0,0,0,01MAR24:13:08:00,,2023,Manufacturing,19711,325199
2412517,Albemarle Corporation- Charlotte,746318,541692118.0,Albemarle Corporation,4250 Congress Street,Charlotte,NC,28209,325199,2022.0,Organo-inorganic compound manufacturing,1.0,3,556,1114017,2,0,0,0,0,0,0,0,0,0,0,0,0,11MAR24:16:27:00,Hours miscalculation,2023,Manufacturing,28209,325199
2412533,Albemarle Corporation- Clearlake,746320,541692118.0,Albemarle Corporation,13100 Space Center Blvd,Houston,TX,77059,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,148,296746,2,0,0,0,0,0,0,0,0,0,0,0,0,11MAR24:16:41:00,Work Hours originally miscalculated.,2023,Manufacturing,77059,325199
2413674,Novozymes Blair inc,1199463,262684092.0,Novozymes Blair Inc,600 S 1st St,Blair,NE,68008,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,22,200,382465,1,0,0,9,7,0,342,11,0,1,0,3,1,05APR24:18:21:00,Inadvertently selected 8 cases with restriction when it is in fact 9.,2023,Manufacturing,68008,325199
2416445,"NuSil Technology, Carpinteria",982210,,NuSil Technology,1050 Cindy Lane,Carpinteria,CA,93016,325199,2022.0,Silicone (except resins) manufacturing,1.0,3,346,694887,1,0,1,3,2,47,42,6,0,0,0,0,0,01MAR24:14:31:00,,2023,Manufacturing,93016,325199
2416587,PAN AMERICAN GRAIN COMPANY-FERTILIZER,356229,,"PAN AMERICAN GRAIN CO., INC",CARR. 333 KM 1.9,GUANICA,PR,653,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,21,42,89522,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR24:14:33:00,,2023,Manufacturing,653,325311
2418924,VWR International - Aurora,549267,800745252,Avantor (dba VWR),220 Lena Drive,Aurora,OH,44202,325180,2022.0,"Caustic soda (i.e., sodium hydroxide) manufacturing",1.0,21,50,85729,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR24:15:08:00,,2023,Manufacturing,44202,325180
2419175,Evonik Stores/ResourceMFG,608934,463766552,ResourceMFG,1650 Lilly Rd,Lafayette,IN,47909,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,1,9,17813,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR24:15:14:00,,2023,Manufacturing,47909,325199
2419444,Centrus Energy Corp.,967938,263423934,Centrus Energy Corp.,3930 US Route 23 S,Piketon,OH,45661,325180,2022.0,"Uranium, enriched, manufacturing",1.0,2,111,230880,1,0,0,1,0,0,10,1,0,0,0,0,0,01MAR24:15:19:00,,2023,Manufacturing,45661,325180
2419977,"Novozymes North America, Inc",1203458,,"Novozymes North America, Inc",9000 Development dr,Morrisville,NC,27560,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,21,58,113560,1,0,0,0,1,0,0,0,0,0,0,0,1,01MAR24:15:28:00,,2023,Manufacturing,27560,325199
